,Player,Battles_R,Rank,Winrate_R,Avg.frags_R,Avg.damage_R
6160,Mattghii,54,8,55.56,0.74,47300
6160,Noooop,18,11,55.56,1.11,82594
6160,Jacky138,18,13,55.56,0.44,19265
6160,AlpineTsar,90,8,55.56,0.77,53334
6160,TommingGEM,27,10,55.56,0.67,53215
6160,smithcaleb4,45,10,55.56,0.87,67175
6160,KirTTash_1,18,11,55.56,1.06,64286
6160,GropingSasquatch,36,10,55.56,0.42,58280
6160,Imsorryk,27,9,55.56,0.78,61886
6160,Osprey27,18,12,55.56,0.5,37642
6160,CommodorePhaethon,18,10,55.56,0.56,34593
6160,Mark_Ryujin_FD,27,9,55.56,1.11,63020
6160,PoppaWhiskey,18,11,55.56,0.44,38007
6160,MM2SSMarv,27,10,55.56,0.44,23434
6160,pishposh5000,27,10,55.56,0.93,42782
6160,Grantlcrow,18,10,55.56,0.67,38189
6160,CDR_Chapitas,36,10,55.56,0.58,44403
6160,Devil786,90,6,55.56,0.69,46272
6160,genesis1975,126,3,55.56,0.88,54731
6160,Beltran90,99,5,55.56,0.61,41624
6160,clcaptainlare,36,10,55.56,0.47,48273
6160,joesphvanier,36,10,55.56,0.56,55644
6160,AdolVolga,27,10,55.56,0.93,53623
6160,joshthelynx,18,11,55.56,0.61,43582
6160,Jascen,18,10,55.56,1.28,75024
6160,TheUltraHDGamer,27,10,55.56,0.52,42675
6160,bayeah0927,126,4,55.56,1.08,68716
6160,Emdesor_wmd,27,10,55.56,0.93,56716
6160,bhaltair85,36,10,55.56,0.72,44309
6160,killer_hunter_group,18,12,55.56,0.72,30920
6160,Ape421,18,11,55.56,0.89,70366
6160,luisferxxagxx,18,10,55.56,1.17,70995
6160,Chuckwagoneer,45,10,55.56,0.96,54984
6160,IGodlyI,117,5,55.56,0.68,63030
6160,goodlotion,18,11,55.56,0.44,47158
6160,Tallen7,36,10,55.56,0.78,65298
6160,52528308,72,8,55.56,0.79,56222
6160,gdauld,27,10,55.56,0.52,56196
6160,GabaDaba,27,10,55.56,0.7,65288
6160,SephiXan,18,10,55.56,1.28,68380
6160,SpetsnazEnzo,18,11,55.56,0.56,32904
6160,tuggboatD,27,10,55.56,0.52,53224
6160,MakinoharaShoko,18,10,55.56,0.94,62235
6160,tjaluk,45,9,55.56,0.58,48388
6160,FREE_HK,36,9,55.56,0.86,56943
6160,Deimmink,18,11,55.56,0.39,23656
6160,b35a53bhs_ADS,27,10,55.56,0.78,58721
6160,UnstoppableJohn,18,11,55.56,0.94,53689
6160,Cpeterk246,18,10,55.56,0.67,60291
6160,younghun999,36,10,55.56,0.69,59421
6160,SolitaryBird,18,11,55.56,0.5,52246
6160,77841257,27,9,55.56,0.78,29244
6160,porpigz,144,5,55.56,0.95,57484
6160,SCALA_,18,10,55.56,0.83,61901
6160,Glorious_Basterd_,18,12,55.56,0.94,41567
6160,Corypheaus,27,11,55.56,0.59,45029
6160,old__2020,18,11,55.56,0.39,39447
6160,FirTank,18,10,55.56,1.06,57757
6160,ARandomUsername1,27,10,55.56,0.59,67920
6160,jlars4,36,10,55.56,0.64,39297
6160,ISRAEL250,36,8,55.56,0.39,29874
6160,Contrail52,63,9,55.56,0.81,75335
6160,Couillos,18,10,55.56,0.72,36549
6160,Heebles,27,10,55.56,0.81,68498
6160,xXx_xXx_,18,11,55.56,0.89,71600
6160,Elang_Laut,27,10,55.56,0.15,16483
6160,Nozokima,27,11,55.56,0.52,39577
6381,Tomato_Cultivator,227,2,55.51,0.7,26359
6382,Commodore_Felix,218,1,55.5,0.67,53656
6383,sinku_jp,182,1,55.49,0.64,51732
6384,Matster777,155,5,55.48,0.56,44007
6384,CLettuce,146,4,55.48,0.85,60104
6384,jchk0918,146,4,55.48,0.75,64681
6384,Schwi_Sora,146,1,55.48,0.9,51057
6388,D_Aylmer,137,6,55.47,1.15,65298
6388,Jesus_RT,137,5,55.47,0.77,50413
6388,AldoFierro12,247,1,55.47,0.62,41544
6388,dalao995,128,5,55.47,0.57,48355
6388,apexfacker,128,4,55.47,0.79,68073
6393,LJNM,119,5,55.46,0.68,42406
6394,CaptToshiro,101,6,55.45,0.84,54934
6394,curlingace,110,6,55.45,0.95,78506
6394,IDnet,202,4,55.45,0.67,41485
6394,Gamerthief007,110,4,55.45,0.81,38506
6394,Holysmoke_1,101,7,55.45,0.5,37734
6394,Bobby_Flashpants,110,6,55.45,0.53,27943
6394,jpalle,110,5,55.45,0.69,58765
6394,abc08745,110,5,55.45,0.92,74893
6394,ConquerorOfTheSevenSeas,110,4,55.45,1.06,66252
6394,MryctLlike,110,5,55.45,0.76,56269
6394,Frederick_the_Greater,101,7,55.45,0.63,54572
6405,HyPeXeLeD,193,1,55.44,0.78,54568
6406,dlm8454,92,8,55.43,0.54,48327
6406,robin1213,175,1,55.43,0.8,55806
6406,Chiara_Ojouchan,92,5,55.43,0.85,70476
6409,Mephisto47,83,7,55.42,0.89,69961
6409,Lemonsharks,83,8,55.42,0.65,67248
6409,Bradzzz,83,8,55.42,0.8,49282
6409,Doubloons_for_Mermaids,83,7,55.42,0.43,33038
6409,Vyero,83,6,55.42,0.6,39949
6414,Singleshot,148,5,55.41,0.76,53727
6414,the_videographer,74,8,55.41,0.46,27578
6414,CattyGrade,148,1,55.41,1.07,80674
6414,Cessna0710,74,6,55.41,0.85,55109
6418,themis,139,7,55.4,0.63,40614
6419,freelancer_c,269,1,55.39,0.71,44418
6420,Mr_Pacific,65,8,55.38,0.74,52499
6420,Ferkaganah,65,9,55.38,0.71,57615
6420,OilyBusiness,65,5,55.38,0.86,51382
6420,Aline_Ranger,186,1,55.38,0.53,30465
6420,C_W_Poi,186,2,55.38,0.91,54496
6420,Neens_,130,6,55.38,0.74,46123
6420,EduEscobarNS,65,8,55.38,0.89,74241
6420,CaptainBible,65,8,55.38,1.02,51680
6420,HailDarkside,65,8,55.38,1.03,77298
6429,MarineQ4,121,7,55.37,0.57,52614
6429,Pablo_The_Hunter,177,1,55.37,0.78,57109
6429,rfl_rezno,121,5,55.37,0.79,60095
6432,RacerDemon,56,8,55.36,0.95,74668
6432,Gazgrim,56,9,55.36,0.71,60193
6432,wantsum,56,9,55.36,0.41,44021
6432,cnsantos,56,9,55.36,0.45,33093
6432,nbcnightlynews,56,7,55.36,0.79,43709
6432,GreyViper,112,5,55.36,0.92,57172
6432,Bandoogg,112,5,55.36,0.65,46857
6432,LIGHTNING_STRIKE24,56,8,55.36,0.43,42894
6432,BigCapitalist,112,6,55.36,0.63,36774
6432,Little_Boy_0,289,1,55.36,0.67,47682
6432,CaptPapito,280,3,55.36,0.74,61528
6432,NaKaN096303,56,7,55.36,0.93,48269
6432,KGB0331,56,8,55.36,0.55,52951
6445,Esquire1990,215,1,55.35,0.63,37425
6446,__veni_vidi_vici_,103,5,55.34,0.97,58847
6446,spr71,103,5,55.34,0.64,49280
6448,NorthernStrangler,150,5,55.33,0.74,56452
6448,Jussie_Smolensk,150,1,55.33,0.97,62822
6448,hussletrees,150,1,55.33,1.17,94856
6451,Brazilka,47,10,55.32,0.47,30360
6451,tribulex,94,5,55.32,0.79,75737
6451,Buoug,47,9,55.32,0.96,62163
6451,sagara_taisen,47,8,55.32,0.6,37867
6451,Com_Hawk,47,10,55.32,0.6,53875
6451,RV_WALL,47,7,55.32,0.62,64635
6451,UnRipe,141,1,55.32,0.7,54483
6451,Midniori,47,10,55.32,0.66,52194
6451,Sick__Nasty,47,9,55.32,0.98,68411
6451,Captain_Foxy,47,8,55.32,1.17,74408
6451,LION_REKT,94,5,55.32,0.78,63624
6451,Inf0hazard,47,9,55.32,0.64,53395
6451,PugLife_Destroyer,47,10,55.32,0.94,65863
6451,HugYourEwok,47,9,55.32,0.6,49300
6451,Spectre169,47,10,55.32,0.53,33199
6451,Cheburashka2635,47,8,55.32,0.68,44097
6451,Razgriz_2020,47,10,55.32,0.98,61930
6468,ken_CHN,226,1,55.31,0.88,54498
6468,Happy_Thoughts,179,1,55.31,0.84,51582
6470,LifeSurveyor,132,5,55.3,0.72,56847
6471,Jirai5tyou,85,7,55.29,0.93,62917
6471,Hayden89,170,2,55.29,0.76,65065
6471,King_DarkSide,85,8,55.29,0.67,47918
6471,LegendaryGeometrist,85,6,55.29,0.82,53054
6471,TERKISH,85,5,55.29,1.06,59302
6471,sink441,85,7,55.29,0.69,53171
6471,Iustinianus,85,6,55.29,0.78,51179
6478,TheSpartan3,199,3,55.28,0.68,59222
6478,Tequila_Joe12,123,8,55.28,0.75,60878
6478,june1818,123,4,55.28,0.69,34302
6478,YouSalty007,199,3,55.28,0.63,48041
6478,TheMass,123,3,55.28,0.67,73518
6478,Rhein_E,123,6,55.28,0.58,40476
6484,Gariun,38,8,55.26,0.95,55802
6484,Kento,38,10,55.26,0.53,44745
6484,icerain29,38,11,55.26,1.08,70438
6484,ibrandom,38,9,55.26,1.0,43145
6484,RobertViktor68,38,10,55.26,0.45,31790
6484,Hospital_Bomber,38,10,55.26,0.66,46578
6484,Rock_Castille,38,10,55.26,1.0,80464
6484,STP72_1,38,9,55.26,0.95,61223
6484,HachamachamaHachamachama,190,1,55.26,0.66,50953
6484,ThaDollaGenerale,38,10,55.26,0.47,54831
6484,rr69,38,10,55.26,0.53,51473
6484,texwilly,38,11,55.26,0.47,56295
6484,xSSxThunDerHawK,38,9,55.26,0.66,46947
6484,I_am_a_NPC,38,9,55.26,0.95,68559
6484,Buster266,38,10,55.26,0.42,30748
6484,GanjaBB,38,6,55.26,0.82,63032
6484,stairwaytoheaven1951,38,11,55.26,0.34,25908
6484,EnviroCaper,38,9,55.26,0.66,40641
6484,vikings_1965,38,10,55.26,0.87,38777
6484,Rabid_Corndog,38,10,55.26,0.55,43859
6484,HMNZS_Leander,38,9,55.26,0.53,35607
6484,EEwombat,114,4,55.26,0.82,42419
6484,Useful_Thomas,38,9,55.26,0.66,43216
6484,wissellj,38,10,55.26,0.32,25227
6484,Cabo_5516,38,10,55.26,0.66,46163
6484,Wolfswetpaws,38,10,55.26,0.26,29248
6484,Letus_Instat,38,9,55.26,0.63,56543
6484,MyosotisAmour,114,6,55.26,0.73,62895
6484,Jed344,38,10,55.26,0.71,55305
6513,Kilotone,143,5,55.24,0.67,43079
6513,WaiYuSuk,105,6,55.24,0.67,51835
6513,Braceman_3,143,6,55.24,0.69,51328
6513,Capt_Sinkahoe,105,4,55.24,0.64,35093
6517,hyb827,172,1,55.23,0.78,52809
6518,Wolfpack,67,9,55.22,0.79,53288
6518,darkwolf1983,67,9,55.22,0.66,50599
6518,WhitesOfEyes,134,4,55.22,0.75,43017
6518,Canuckl3head1,134,6,55.22,0.68,45236
6518,eatmymuffintop,67,5,55.22,1.16,78392
6518,MrsPooperTScooper,67,8,55.22,0.43,47475
6518,Snow_Country,67,8,55.22,0.73,43651
6518,GeneralSanMartin_1,67,8,55.22,0.57,45623
6518,Felixishim,67,10,55.22,0.49,41091
6527,ArcDogRob,96,6,55.21,0.65,37813
6527,ThinkerLone,192,1,55.21,0.81,51863
6527,Kakaroto1977,96,5,55.21,0.82,48085
6527,Leroy_Jinkins,96,6,55.21,0.93,56791
6527,Lammergeier186,96,8,55.21,0.55,29875
6532,1vegetable,125,1,55.2,0.9,56206
6533,Jackslayer,29,10,55.17,0.83,61075
6533,endo224,87,7,55.17,0.61,54296
6533,Folly_Industries,58,9,55.17,0.74,60424
6533,SmokingTrees,29,10,55.17,0.76,46608
6533,Germania_Invictus,29,10,55.17,1.1,89795
6533,72Tank,58,8,55.17,0.57,31387
6533,Erebthoron,58,8,55.17,0.76,57931
6533,JPower,116,5,55.17,0.84,38368
6533,Vhaeraun,29,10,55.17,0.9,42692
6533,_Nidhogg_,29,10,55.17,0.72,59317
6533,Loaded_Baked_Potato,29,10,55.17,0.48,30420
6533,MaxumRampage,29,10,55.17,0.48,36862
6533,Robert45_destroyer,58,8,55.17,0.84,68107
6533,Siegmeyer,29,8,55.17,0.93,83427
6533,BlitzTheBritz,87,7,55.17,0.71,61471
6533,QinShiHuangdi,29,10,55.17,1.0,45256
6533,Twisted000,29,9,55.17,0.69,53576
6533,FLuiDDz,29,10,55.17,0.76,49626
6533,FlamingWarHammer,145,5,55.17,0.68,52786
6533,rustygudion,29,9,55.17,0.72,64890
6533,Silica_Rhel,58,9,55.17,0.86,52391
6533,nsdwgod999,58,9,55.17,0.67,59042
6533,LargerNeptune3,29,10,55.17,0.66,32914
6533,gizienski,29,12,55.17,0.93,58599
6533,Bbryc57,29,11,55.17,0.45,50798
6533,CaptainSmar,58,9,55.17,0.66,50588
6533,Ahegao_Poi,29,9,55.17,0.9,51603
6533,spitfire1248,29,10,55.17,0.76,58961
6533,M96SS,29,9,55.17,0.62,44499
6533,Arghbra,29,9,55.17,0.79,38855
6533,CptCharlesVain,29,11,55.17,0.34,32835
6533,Johnnydynamo13,29,11,55.17,0.55,24399
6533,JadeDraconis,29,9,55.17,1.28,45799
6533,XxSmarTz,29,10,55.17,1.1,66833
6533,valkirya17,29,8,55.17,0.72,52137
6533,Apisaltans,145,4,55.17,0.74,52033
6533,TheTrickster117,29,10,55.17,0.93,44860
6533,Knyaz_gunner,29,10,55.17,0.28,23400
6533,Sick_Dude_,29,10,55.17,0.79,67637
6533,MonkeySun,29,10,55.17,1.28,67784
6533,IJN_Chokai,29,9,55.17,0.93,67171
6533,OBED_2A,29,10,55.17,0.69,46157
6533,UnstoppableDegenerate,29,11,55.17,0.66,46207
6533,Stitches_,29,9,55.17,1.34,58857
6533,zeta_742,87,6,55.17,1.08,85920
6533,JayzTwoCentsCaptain,29,10,55.17,0.45,51692
6533,Akatsuki_1986,58,7,55.17,0.79,54911
6533,JIMYZ13,87,5,55.17,0.86,66215
6533,Aisemp,29,11,55.17,0.52,41342
6533,SoyForever_YT,29,10,55.17,0.76,61566
6533,DarthSquidius,58,7,55.17,0.93,75915
6533,Aiolia1942,87,4,55.17,1.41,72779
6533,MalangCitadel,29,9,55.17,1.17,79131
6533,PainTrain_2020,29,10,55.17,1.07,72618
6533,Allbacks,29,10,55.17,0.17,13360
6533,derpasmurf1,29,10,55.17,0.66,50344
6589,Flier1285,136,5,55.15,0.72,57342
6589,COOK1779,136,5,55.15,0.62,52814
6589,Eroica_01,136,5,55.15,0.61,46861
6592,__Issy___2015,107,6,55.14,0.62,47167
6592,bazookabrock,107,5,55.14,0.5,44718
6592,IzzyIce,107,5,55.14,0.6,45614
6595,Dust_,78,8,55.13,0.82,47077
6595,GodTookMyBike,78,6,55.13,0.63,38869
6595,piper____maru,78,9,55.13,0.62,45567
6595,THE_NIBZ,78,7,55.13,0.62,52867
6595,reddogguflux,78,7,55.13,0.86,64662
6595,roroyang,78,8,55.13,0.58,49611
6601,manbear_pig,205,1,55.12,0.56,34606
6602,Sister_NishizumiMaho,225,1,55.11,0.6,44365
6603,tythte1111,49,9,55.1,0.71,55417
6603,Allgemein,49,10,55.1,0.71,51260
6603,GATOR2847,98,7,55.1,0.51,28044
6603,ramiller315,49,10,55.1,0.53,34321
6603,thegoodthebadtheugly,98,6,55.1,0.85,55333
6603,__XxSULLYxX__,49,10,55.1,0.47,34931
6603,danop662,49,9,55.1,0.55,57286
6603,joe_jan,98,7,55.1,0.74,63192
6603,Belwud,49,8,55.1,0.49,57764
6603,Svehn,49,9,55.1,0.51,43907
6603,Capt_Richard_Quick,196,1,55.1,0.76,52554
6603,Willard_the_Rat,98,7,55.1,0.62,51318
6603,HQ_21,49,9,55.1,0.53,43618
6603,Strawz_007,98,5,55.1,0.48,37965
6603,Tuksu75,98,5,55.1,0.63,31876
6603,bismarck_472,98,4,55.1,0.89,77085
6603,BrensElShasha,49,10,55.1,0.69,43902
6603,baymax_power,49,9,55.1,0.82,56721
6603,wjstjdgh,49,10,55.1,0.31,27801
6603,Ultrabadgers,49,8,55.1,0.59,30861
6623,thekid28,216,1,55.09,0.7,32536
6624,Thisdsntwork,118,5,55.08,0.65,57812
6625,Yama_SOG_,138,3,55.07,0.63,29652
6625,mdbuzz,69,8,55.07,0.59,60502
6625,Raz3rroo,138,4,55.07,0.86,41174
6625,CaptFullbird,138,6,55.07,0.57,34790
6625,Fozzytb,69,9,55.07,0.64,59229
6625,Vein_,207,1,55.07,0.89,59646
6625,BattleWoLFz,69,9,55.07,0.88,63940
6625,abi0120,69,8,55.07,0.71,53099
6625,steveyzh,227,1,55.07,0.76,47923
6634,dragos,158,4,55.06,0.75,43678
6634,Hibiki12year,89,6,55.06,0.9,39726
6634,MandalorianBH,89,7,55.06,0.71,53257
6634,FullTimeOutlaw,158,4,55.06,0.76,58213
6634,EliteDelta_,178,1,55.06,0.6,41885
6634,callsign_,89,8,55.06,0.81,59249
6634,Crusader87Z,89,7,55.06,0.63,55289
6641,TopNepNep,109,1,55.05,0.91,43889
6641,wafuu,109,6,55.05,0.77,59818
6641,Ooof_1,109,5,55.05,0.61,35232
6641,EasonH,109,5,55.05,0.81,49956
6645,Deandler,189,1,55.03,0.77,47964
6645,Cribbking,169,1,55.03,0.71,27072
6645,Magatroid,169,1,55.03,0.76,70270
6645,Daniaro,149,5,55.03,0.91,70653
6645,jonmoore_18,149,4,55.03,0.72,63680
6645,WarpedChaos,149,1,55.03,0.76,43260
6651,Zesar619E,269,1,55.02,0.65,53949
6652,Mr_Snapper,20,10,55,0.5,32369
6652,watchdog9er,20,10,55,0.65,56113
6652,gypsy,60,9,55,0.7,53872
6652,Kairoga,20,10,55,0.65,47265
6652,Lt_Merc,20,9,55,0.65,35694
6652,kclancer212,20,11,55,0.65,55351
6652,Jknbox,20,10,55,0.35,27526
6652,a4ordy,20,9,55,0.85,46369
6652,silvertree,40,9,55,0.92,47660
6652,Nekonyannyan,20,10,55,0.6,30156
6652,sirwence,40,9,55,0.82,77709
6652,mermaid,20,11,55,0.35,45313
6652,TheHildabeast,80,8,55,0.8,64749
6652,HoldMyBeer___,140,3,55,0.66,43630
6652,Fenix1985,100,10,55,0.66,46074
6652,sollove10,40,9,55,0.65,35759
6652,TheHornyEskimo,20,11,55,1.0,77200
6652,boomedbytig,20,10,55,0.95,60238
6652,kap123,80,7,55,0.51,55979
6652,sailracer25,20,10,55,0.25,23970
6652,Droppn_A_Deuce,60,9,55,0.6,44867
6652,_Dread_Pirate_Roberts_,60,7,55,0.92,43043
6652,ViperAzteca,20,10,55,0.65,44200
6652,newspiker,40,10,55,0.72,46831
6652,cjc0220,20,10,55,0.55,37404
6652,luffduff6,20,10,55,0.55,43161
6652,airkid1942,20,11,55,0.65,44557
6652,Potemkyn,20,13,55,0.6,39360
6652,rufian1,20,11,55,0.15,15486
6652,kravenn,40,8,55,0.9,67646
6652,Aplicado,20,10,55,0.4,25898
6652,VADER1466,20,10,55,0.65,48915
6652,TONIX_KOR,20,12,55,1.0,64219
6652,wdavis7,20,10,55,0.4,36470
6652,OppaiLover,40,10,55,0.65,42008
6652,SnowbirdSwan,80,7,55,0.4,41344
6652,Premium_Potato,20,11,55,0.55,48566
6652,DEFTOALL,20,10,55,0.65,70213
6652,MarcusSnow,20,10,55,0.8,78953
6652,figaleia,40,9,55,0.65,62042
6652,Scarecrow443,20,10,55,0.6,63374
6652,Kira___Yamato,20,11,55,0.95,66955
6652,TheRogueAdmiral,140,5,55,0.72,53139
6652,Zummo328,20,11,55,0.45,40039
6652,Slingblader,20,10,55,0.5,62072
6652,Radm_Doorman,20,10,55,0.65,35100
6652,dryfire152,60,9,55,0.5,39111
6652,Dayaks,120,4,55,0.72,34517
6652,Wild_Spice,60,9,55,1.03,78704
6652,StgBovin,40,10,55,0.42,34491
6652,nxdark,20,10,55,1.05,72215
6652,StrykerNC,20,10,55,0.45,26625
6652,GypsyDanger_,20,9,55,1.1,96852
6652,lorax_108,80,7,55,0.75,55540
6652,Spock1959,20,12,55,0.2,21388
6652,fish_with_no_name,40,9,55,0.68,53775
6652,sericult,20,11,55,0.45,60642
6652,Maverick533,20,10,55,0.65,43353
6652,mrbtx,60,8,55,0.67,64146
6652,Perrance,20,11,55,0.35,28476
6652,MonteCeisto,20,10,55,1.25,58716
6652,k2509823,20,10,55,0.9,85880
6652,MicroScopicScrotum_,20,9,55,0.95,77897
6652,NJMLAX24,20,11,55,0.85,56996
6652,foggyrunways,40,10,55,0.62,36864
6652,DestroierBR_2015,60,10,55,0.3,38731
6652,LuvinLife,20,10,55,0.45,35222
6652,ClunkyGusthebus,20,10,55,0.6,57674
6652,xRique,20,10,55,0.6,65154
6652,TitanAxios,200,1,55,0.88,54302
6652,WeWereSoilders,120,5,55,0.63,57430
6652,HeavensWrath2020,60,8,55,0.7,56865
6652,Captain_Apocalypse,60,6,55,1.23,60345
6652,liviuscaptain1999,20,11,55,0.75,45274
6652,marovici,20,10,55,0.8,70578
6652,WrappedHaggis,20,10,55,0.75,45796
6652,bigivymeme,20,11,55,0.35,48963
6652,LEAPER_MESSIAH,20,11,55,0.5,42260
6652,Praefectus_2,20,10,55,0.9,51624
6652,ERREDEEMECES1,40,9,55,0.62,57586
6652,PalerRaven,20,11,55,0.8,47759
6652,BRIAN_6969,20,10,55,1.0,56175
6652,dmytyk,40,10,55,0.7,41543
6652,wildbill_62,20,10,55,0.7,40323
6652,Zuluzero2,20,10,55,0.6,46370
6652,Trilomar,160,4,55,0.74,58856
6652,jpdillon510,20,10,55,0.35,46725
6652,graybeard1968,20,10,55,0.55,47539
6652,Player81,20,10,55,0.4,50151
6652,HitsAway,40,10,55,0.78,61387
6652,Edy_Spaghetti,80,7,55,0.71,48711
6652,Khen67,20,10,55,1.05,49302
6652,Hellhawk541,40,9,55,0.7,56368
6652,Monitor_HUASCAR_17,20,11,55,0.45,31320
6652,Sebox97,20,10,55,1.1,76412
6652,CannonsAway8,20,11,55,0.6,43231
6652,jexuxdark,20,10,55,0.55,41830
6652,Fragmentalized,40,9,55,0.68,67576
6652,Gz_Sunshine,20,10,55,0.5,51665
6652,persesthetitan_1,60,8,55,0.87,50703
6652,rubberneck13,20,10,55,0.8,61351
6652,Inexoravel,20,10,55,0.7,65713
6652,leo155,20,10,55,0.65,68307
6652,Paulinator03,40,10,55,0.95,79249
6652,MLGLiLTommy,20,11,55,0.55,56780
6652,FC894,20,10,55,1.45,94747
6652,IntoTheDeep,40,8,55,0.65,55028
6652,Chan_Angus,40,9,55,0.72,59753
6652,Delicious_Soy,20,12,55,0.6,59541
6652,admiral_kronokrusader514,40,10,55,0.57,50174
6652,JTizzle6,20,10,55,0.45,37934
6652,Crazygump,20,10,55,0.95,72042
6652,PWDJ,40,9,55,0.6,48074
6652,BerlinWall69,40,10,55,0.55,33064
6652,1244302221,20,12,55,0.85,70606
6652,arancesee,20,11,55,1.05,76194
6652,NZ_CN_Dalian,20,10,55,0.5,26874
6652,AlmostOpium,20,11,55,0.8,44785
6652,Rusty78CJ,20,11,55,0.65,41995
6652,RogueOneMaverick3,20,11,55,0.3,47144
6652,GrundelFungus,20,11,55,0.9,67840
6652,Reverse_Ideology,20,12,55,0.6,50659
6652,CJ_Wolf1980,80,7,55,0.45,25001
6652,MartinThePotatoMasher,40,8,55,0.62,55742
6652,RenamedUser_1037557457,20,10,55,0.65,46931
6652,VenusLPaulW,20,10,55,0.9,75812
6652,Pillz23,20,10,55,0.65,92927
6652,Joseph5211,20,10,55,1.3,86211
6652,ChestHairOnFire,20,11,55,0.6,61106
6652,CuriousBoatRider,20,10,55,0.45,56609
6652,Porkins42,20,10,55,0.3,41644
6652,ReiDoCusCuz,60,9,55,0.45,37030
6652,Ariochaotik,20,12,55,0.5,45106
6785,SailorMcJohn,151,5,54.97,0.87,48719
6785,davidwei_wows,151,1,54.97,0.75,44840
6787,67_Suited,131,6,54.96,0.61,25632
6787,ninjatime23,131,4,54.96,0.75,54355
6789,SHOOP,222,1,54.95,0.73,56099
6789,ChAotic_TAnKs,91,7,54.95,0.88,61565
6789,MinkeWhale,182,3,54.95,0.65,50736
6789,ToTo_648,111,6,54.95,0.58,62881
6789,YouCriminalSCUM,91,6,54.95,0.8,65017
6794,shoy07,233,1,54.94,0.77,65099
6795,almac7,142,5,54.93,0.97,47489
6795,dropdshaw,71,9,54.93,0.32,37347
6795,Heavy_Metal_Juggernaut,71,9,54.93,0.76,47539
6795,ChasingSplashes,71,7,54.93,0.72,58372
6795,NATAS666_iron,142,5,54.93,0.58,53189
6795,IJN_DDCA,71,6,54.93,0.92,46407
6801,SilentHavoc,244,3,54.92,0.7,57602
6801,The_Senate_66,122,5,54.92,0.78,47860
6801,Maxtong,122,4,54.92,0.87,60472
6804,C_MrLinHiC,173,1,54.91,0.86,45130
6805,farmerfred,102,6,54.9,0.83,50739
6805,Capn64,51,9,54.9,0.67,50144
6805,Sinnoh207,51,10,54.9,0.9,53653
6805,MRFLUFFYPIG,51,7,54.9,0.98,62715
6805,sniper427,51,9,54.9,0.73,58650
6805,GodReaper,51,7,54.9,0.8,49925
6805,SanguinuisIV,102,7,54.9,0.73,51872
6805,Kruznik01Cain,102,7,54.9,0.62,48418
6805,Grauwulf,51,8,54.9,0.76,69448
6805,Karnivores,51,8,54.9,0.69,44021
6805,Tannenbaum,153,5,54.9,0.96,55731
6805,Dargrul,51,10,54.9,0.63,42284
6805,The_Real_Picard,102,6,54.9,0.91,57527
6805,GrandAdmiral_Odin,51,9,54.9,0.61,49281
6805,PolymerChemistry,102,5,54.9,0.75,60897
6805,Chaern,102,4,54.9,1.19,60589
6805,much96,51,10,54.9,0.57,46014
6805,Ash_the_annoying,102,5,54.9,0.82,53416
6805,dkfzkth,51,8,54.9,1.1,53745
6824,SoarinSkies,164,2,54.88,0.73,54393
6824,Azwraithe,82,5,54.88,0.77,62785
6824,mctanknspank,82,6,54.88,0.78,69288
6824,Zer0comander,82,8,54.88,0.67,63247
6824,RenamedUser_1037541266,82,6,54.88,0.77,51496
6829,Aloha_D_Reaper,113,5,54.87,0.75,62028
6829,Myonakaze,113,5,54.87,0.58,40731
6829,JohnnyShotzman,113,6,54.87,0.68,58397
6832,AmericanHero_2,144,6,54.86,0.69,55199
6832,Dvnlel,144,5,54.86,1.03,66498
6834,Flashpointed,31,11,54.84,0.52,47132
6834,Kaiseki_Dul_Throw_games,31,9,54.84,0.94,57335
6834,Kpon,62,6,54.84,0.82,48948
6834,Ekimonuck,62,9,54.84,0.29,36464
6834,poster899,31,9,54.84,0.81,77047
6834,Ace_of_hawks,31,10,54.84,0.84,48364
6834,habanos2000,31,10,54.84,0.68,50391
6834,Ziggy_Stardust_,31,10,54.84,1.03,52812
6834,TheBoxSlayer,31,10,54.84,0.71,45563
6834,nuclearstormfa,31,10,54.84,0.87,89556
6834,Duler_02,62,7,54.84,0.69,56450
6834,Blackdragon67,62,8,54.84,0.77,44381
6834,Hueno,62,8,54.84,0.9,55903
6834,Super_Average,31,11,54.84,0.45,42498
6834,alinefoch,31,10,54.84,0.84,58685
6834,Admiral2Kolchak,124,4,54.84,0.72,39600
6834,hp20072929,31,10,54.84,0.94,83217
6834,cletuz,310,1,54.84,0.67,41986
6834,IronHeart_LSK,124,6,54.84,0.98,64817
6834,Ma1neiac,31,10,54.84,0.32,19128
6834,Drenin_Red,31,11,54.84,0.26,26270
6834,Obi_Wan_Cannoli,124,5,54.84,0.85,41770
6834,Dodoshate,62,6,54.84,0.84,66551
6834,CorwellDredd,31,9,54.84,0.77,58657
6834,JohnsonJ89,62,7,54.84,0.76,58139
6834,BaximusPryme,217,1,54.84,0.66,33612
6834,Titan7734,31,9,54.84,0.55,35942
6834,OneShellBarham,31,10,54.84,0.26,34058
6834,Capt_Wrinkles,62,9,54.84,0.71,35995
6834,yesnahchansey,31,10,54.84,0.84,70631
6834,spencedawg1994,31,9,54.84,0.81,63013
6834,aokihagane_arsnova,31,9,54.84,0.94,70827
6834,JoshBar,31,9,54.84,0.77,75512
